R,G,B,Label,Confidence
183,154,191,purple,poor
130,113,130,purple,poor
168,151,160,grey,poor
81,29,51,brown,good
181,93,18,brown,perfect
95,183,143,green,poor
76,42,83,purple,good
122,90,148,purple,perfect
20,184,56,yellow,perfect
43,31,110,blue,good
144,132,34,yellow,poor
93,97,95,grey,good
71,209,246,blue,good
48,55,12,green,good
62,61,44,green,good
104,87,163,purple,good
58,64,12,green,poor
201,99,140,pink,perfect
14,96,75,green,good
39,107,97,green,good
65,69,61,green,poor
141,76,141,purple,perfect
149,126,146,purple,poor
88,4,28,brown,perfect
168,204,77,green,poor
191,93,52,orange,good
146,137,37,yellow,poor
47,134,109,green,good
213,193,206,pink,good
40,25,52,black,perfect
120,128,111,grey,poor
100,144,103,yellow,poor
42,43,47,black,good
134,105,115,purple,poor
3,6,60,blue,good
198,73,33,orange,poor
118,110,16,green,poor
33,21,39,black,good
23,97,206,blue,perfect
47,112,130,blue,poor
161,142,42,green,poor
33,28,31,black,perfect
71,67,73,grey,good
38,122,31,green,perfect
161,169,152,grey,good
67,40,155,purple,perfect
16,58,48,green,good
231,96,3,orange,good
210,230,72,green,poor
61,116,110,green,poor
231,140,92,orange,poor
215,128,195,pink,poor
33,101,116,green,poor
119,88,88,brown,poor
97,39,69,purple,poor
128,105,131,purple,poor
142,8,39,red,good
142,198,72,green,good
146,169,117,green,poor
13,100,44,red,poor
174,120,137,red,good
22,110,136,red,poor
116,132,99,green,good
122,113,119,brown,perfect
82,159,201,blue,perfect
139,32,73,red,perfect
148,148,148,grey,perfect
143,136,159,purple,perfect
146,127,98,purple,perfect
169,193,157,green,perfect
207,27,1,red,perfect
11,137,163,blue,good
11,137,163,blue,good
192,217,205,green,good
37,73,83,black,perfect
37,73,83,black,perfect
112,129,86,green,perfect
225,117,118,pink,good
89,171,108,green,perfect
92,96,69,brown,good
95,129,142,blue,perfect
95,129,142,blue,perfect
118,91,93,brown,perfect
177,157,193,purple,good
177,157,193,purple,perfect
177,157,193,purple,perfect
177,157,193,purple,perfect
147,184,207,blue,perfect
140,144,131,green,perfect
205,187,143,yellow,good
175,43,98,pink,good
13,41,173,blue,perfect
18,182,237,blue,good
150,167,156,green,perfect
187,124,187,purple,perfect
38,91,122,blue,good
80,161,24,green,good
60,16,30,red,poor
186,126,163,purple,poor
113,108,156,purple,poor
64,78,46,green,good
94,100,128,purple,good
95,135,156,blue,perfect
189,191,189,grey,perfect
110,133,187,blue,poor
66,28,0,black,perfect
198,215,42,yellow,poor
194,41,22,red,perfect
206,213,208,grey,good
192,190,212,purple,poor
175,89,50,brown,good
94,82,45,brown,good
105,209,97,green,good
153,182,141,green,poor
190,144,108,pink,poor
207,79,205,purple,good
189,200,215,purple,poor
194,139,123,brown,poor
148,134,2,brown,poor
108,93,159,purple,poor
161,44,208,purple,good
103,80,141,purple,good
18,116,138,blue,poor
125,120,100,grey,poor
198,230,227,green,poor
179,72,235,purple,perfect
147,143,200,purple,poor
92,124,104,green,good
34,111,13,green,perfect
108,136,57,green,poor
80,69,71,grey,poor
127,120,161,purple,poor
31,109,116,green,poor
181,217,194,green,good
7,7,39,purple,poor
153,213,132,green,perfect
156,109,98,brown,poor
215,30,193,pink,perfect
226,24,53,red,good
181,80,220,purple,perfect
202,204,211,grey,perfect
112,87,134,purple,poor
192,63,17,orange,poor
89,120,66,green,poor
234,213,29,yellow,poor
67,137,47,green,poor
169,151,224,purple,good
118,157,68,green,poor
11,8,38,black,perfect
18,191,190,blue,poor
146,45,102,purple,poor
84,67,73,grey,poor
167,131,151,red,good
93,169,78,green,perfect
10,16,3,black,perfect
122,84,169,purple,perfect
88,193,55,green,perfect
106,136,2,green,good
11,8,153,blue,perfect
46,95,67,green,good
161,112,182,purple,good
9,71,224,blue,perfect
202,211,146,yellow,poor
145,138,81,brown,poor
99,194,67,green,perfect
166,95,100,red,good
88,5,100,purple,good
32,140,124,green,good
125,25,27,red,perfect
43,43,45,grey,perfect
108,125,135,grey,perfect
124,130,124,grey,perfect
195,186,87,yellow,good
141,148,152,grey,good
86,96,106,grey,good
29,70,57,green,good
154,182,39,green,good
32,26,137,blue,perfect
230,91,17,orange,good
65,119,58,green,good
171,172,128,brown,poor
140,191,144,green,good
185,202,202,grey,good
46,4,54,black,good
26,109,137,blue,poor
210,204,82,yellow,perfect
180,200,190,grey,poor
89,63,123,purple,perfect
5,123,22,green,perfect
20,176,47,green,perfect
137,150,27,brown,poor
84,127,115,brown,good
143,197,199,blue,good
69,30,69,purple,perfect
51,60,52,purple,perfect
8,3,4,black,perfect
74,42,17,grey,good
208,218,208,grey,poor
153,1,150,pink,perfect
118,44,185,purple,good
158,77,156,pink,good
52,32,29,red,poor
133,178,151,green,good
9,130,37,green,good
116,163,166,blue,poor
52,89,115,blue,poor
130,67,75,red,good
25,235,205,green,poor
93,158,191,blue,good
140,150,143,grey,good
238,211,227,pink,perfect
210,92,170,pink,good
28,209,132,green,good
4,122,232,blue,good
32,40,35,black,perfect
78,55,57,brown,good
113,118,132,grey,good
82,31,68,red,poor
175,134,54,yellow,poor
49,38,71,blue,poor
173,178,182,grey,good
211,159,141,orange,good
86,120,127,blue,good
86,85,49,green,poor
239,121,18,orange,perfect
139,132,69,green,poor
16,52,57,blue,poor
19,217,34,green,good
32,110,186,blue,perfect
131,126,164,purple,good
161,164,160,red,poor
26,41,39,red,good
57,75,168,red,perfect
178,206,213,red,good
177,208,205,red,poor
164,190,165,orange,poor
134,133,220,red,poor
118,116,244,red,poor
166,85,98,red,poor
75,28,128,red,poor
98,70,38,red,poor
54,142,140,red,poor
116,219,65,red,poor
73,112,111,red,poor
85,104,83,red,poor
173,179,175,red,poor
169,184,170,red,poor
94,170,169,red,good
55,110,47,red,good
79,36,44,red,good
106,0,9,red,good
161,188,71,red,good
53,86,62,red,good
217,217,215,red,good
133,140,57,red,good
84,174,150,red,good
39,106,76,red,good
94,65,83,red,good
170,173,166,red,good
103,126,116,red,good
142,45,54,red,good
131,95,16,red,good
51,180,41,red,good
10,22,188,red,perfect
74,16,93,red,perfect
201,174,128,red,perfect
105,104,103,red,perfect
116,105,118,red,perfect
189,179,208,red,perfect
70,39,77,blue,perfect
108,109,208,red,perfect
69,68,93,red,perfect
197,180,160,blue,perfect
66,67,139,blue,perfect
175,145,91,blue,perfect
115,117,118,blue,perfect
28,138,160,blue,perfect
111,151,155,blue,perfect
2,6,9,black,perfect
64,59,51,grey,good
101,162,176,blue,good
67,93,70,green,good
129,96,176,purple,good
51,85,104,blue,poor
159,132,67,yellow,good
12,10,70,blue,poor
208,184,181,pink,good
165,145,199,purple,good
153,236,132,green,perfect
114,53,193,purple,perfect
113,86,53,brown,perfect
43,3,40,purple,poor
159,76,123,pink,poor
155,152,139,grey,poor
128,139,147,grey,poor
198,66,71,red,good
115,90,130,purple,good
122,103,139,purple,good
167,161,52,green,poor
160,90,151,purple,good
59,106,9,green,good
156,170,221,blue,poor
153,88,117,pink,poor
27,74,201,blue,perfect
162,165,159,grey,good
82,13,82,purple,good
168,27,178,purple,perfect
48,84,100,blue,good
128,123,163,blue,poor
114,125,127,green,poor
198,192,129,yellow,poor
200,181,227,purple,poor
129,220,131,green,poor
14,30,40,blue,poor
202,101,107,red,poor
196,141,183,pink,good
85,86,86,grey,good
125,110,84,brown,poor
80,80,97,grey,poor
26,166,196,blue,good
7,127,57,green,perfect
118,146,30,green,poor
